gene_symbol	missing_fields	route	safety_gate	recommended_action
SNORD71	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD72	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD73B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD74	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD75	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD77	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD78	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD79	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD81	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD82	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD83A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD83B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD88A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD89	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD90	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD92	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD93	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD94	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD95	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD96A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD96B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD98	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNORD99	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNPH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRK	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP200	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP25	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP27	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP35	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP40	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP48	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRNP70	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPA1-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPCP10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPD2P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPE	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNRPN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNTA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNTB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNTB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNTG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNTG2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNTN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNU13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNUPN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNURF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNW1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX10-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX15	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX17	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX18	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX19	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX20	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX21	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX22	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX24	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX25	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX25P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX27	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX29	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX29P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX30	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX30-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX31	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX32	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX33	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX5P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SNX9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOAT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOAT2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOBP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS2-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS3-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOCS7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOGA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOHLH1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SON	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORBS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORBS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORBS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORCS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORCS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORCS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORD2P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SORT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOST	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOSTDC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOWAHA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOWAHB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOWAHC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOWAHD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX15	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX17	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX18	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX2-OT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX21	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX30	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX7-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SOX9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP100	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP110	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP140	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP140L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP3P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SP8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPA17	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAAR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA6-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACA9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPACDR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG17	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAG9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXA2-OT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXN3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPANXN5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPARC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPARCL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPART	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPART-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPAST	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA17	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA18	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA19	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA20	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA21	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA22	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA24	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA25	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA2L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA31A3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA31C1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA31D1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA31D5P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA31E1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA31H1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA32	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA33	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA41	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA42	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA45	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA5L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA6L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATA9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATC1L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPATS2L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPC24	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPC25	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPCS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPCS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPCS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPCS3-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDEF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE18	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE21	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPDYE7P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPECC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPECC1L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPECC1L-ADORA2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPEN-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPERT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPESP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPG11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPG20	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPG20-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPG21	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPG7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPHK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPHK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPHKAP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPI1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPICE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIDR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIN2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIN2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIN3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINDOC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINK9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINT2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINT3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPINT4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIRE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPIRE2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPMAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPMAP2L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPMIP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPMIP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPMIP6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPMIP8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPNS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPNS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPNS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPO11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOCD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOCK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOCK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOCK3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPON1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPON2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOPL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPOUT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPPL2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPPL2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPPL2C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPPL3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRED1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRED2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRED3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRING1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRNP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR1A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR2D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR2E	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR2F	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR2G	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
